2.897446870803833,1.437551498413086
5.868825912475586,2.8522610664367676
8.728062152862549,4.223762512207031
11.437682151794434,5.62306022644043
14.378487825393677,6.864386081695557
17.180220127105713,8.31885051727295
19.799832582473755,10.11870288848877
22.862008810043335,11.552192687988281
25.040385246276855,12.478619813919067
27.907262086868286,13.783074855804443
31.88908052444458,15.03254246711731
34.79203772544861,16.48360300064087
36.236608028411865,17.786824226379395
38.52173471450806,19.139883041381836
42.86355972290039,20.946064710617065
44.806241273880005,21.465195655822754
49.49031043052673,22.62691640853882
50.23501229286194,23.854862213134766
55.30545139312744,25.63898205757141
56.42865753173828,25.99058222770691
58.41461491584778,28.47671127319336
64.84563183784485,30.585705041885376
67.05057120323181,31.638789415359497
73.15027689933777,31.411666870117188
71.31903553009033,32.24370360374451
75.97377109527588,33.609782695770264
81.08483123779297,36.38616371154785
83.38186073303223,36.63366746902466
