0.049707651138305664,0.04921412467956543,0.04908180236816406
14.962917566299438,13.289757013320923,14.710688591003418
32.00419354438782,27.77716588973999,31.97409987449646
45.68519353866577,40.132036447525024,45.46847867965698
60.963818073272705,53.43829298019409,62.406569957733154
77.79505801200867,68.38739562034607,78.63957810401917
93.11709642410278,83.2913990020752,98.0006000995636
98.94152855873108,87.13580560684204,100.78894376754761
99.72115683555603,90.79022789001465,102.33975744247437
100.77583503723145,87.52097511291504,103.63669490814209
94.48834347724915,86.53093719482422,99.31945419311523
